Origin,Dest,Distance,Month,DayOfWeek,Hour,Weather_Rain,Weather_Wind,Visibility,Temperature,Delay_Status
ORD,SEA,3089,4,3,0,20.61,1.01,3.55,6.67,1
JFK,PHX,2008,5,5,5,43.45,43.48,1.77,18.63,1
CLT,SEA,1982,4,1,20,4.4,38.65,3.41,4.97,1
ORD,DTW,645,7,7,5,11.23,10.68,3.89,29.19,1
ORD,BOS,2148,3,2,2,55.93,47.47,5.93,5.62,1
ATL,PHX,3457,7,3,9,13.99,17.95,7.96,16.75,1
ORD,SEA,2317,8,1,11,17.66,8.1,4.56,-8.84,0
ORD,MSP,2197,6,1,9,59.47,25.35,9.5,29.59,1
DEN,BOS,2397,6,7,21,7.0,5.46,8.45,21.02,0
CLT,SFO,3517,8,2,1,32.81,15.79,9.86,-0.39,1
JFK,MSP,973,8,2,23,1.73,22.28,8.89,0.77,0
LAS,BOS,1761,7,4,21,26.01,51.11,6.55,3.12,1
ATL,IAH,1875,6,5,12,52.42,47.55,6.39,18.83,1
DEN,PHX,1322,6,7,15,6.76,26.57,2.17,17.42,1
DFW,MIA,1501,10,3,12,66.63,43.47,7.5,3.69,1
CLT,SFO,1786,11,5,3,68.21,34.12,6.4,24.7,1
JFK,DTW,1886,6,3,3,7.87,20.45,5.56,34.45,0
JFK,MSP,1143,8,1,10,74.3,43.55,7.24,-7.82,1
DFW,MSP,654,1,6,22,22.31,41.01,5.0,10.86,1
LAS,SEA,1327,5,6,13,6.31,37.15,5.71,19.68,0
ORD,PHX,1145,3,7,2,0.38,37.08,4.59,19.32,1
DEN,DTW,800,12,2,18,30.64,40.98,7.46,-9.02,1
LAX,MIA,2900,8,2,21,47.24,23.07,8.89,0.53,1
ATL,BOS,924,11,1,0,24.91,52.14,8.57,-6.91,1
LAX,MIA,2480,6,1,4,62.75,9.74,8.07,18.45,1
DFW,PHX,1617,2,3,16,53.75,53.03,1.12,22.27,1
JFK,PHX,1724,7,1,0,26.26,20.54,9.21,-2.01,1
LAS,IAH,3966,7,7,18,55.07,7.5,3.47,6.65,1
JFK,IAH,450,5,3,18,70.54,36.0,8.99,6.49,1
ATL,MIA,1744,8,5,3,6.98,22.56,2.77,30.99,1
JFK,BOS,278,5,2,18,22.96,48.93,4.96,-0.27,1
JFK,MIA,3323,1,2,5,34.75,25.85,7.74,17.42,1
ATL,PHX,1097,9,6,14,37.35,40.11,6.76,29.15,1
DEN,PHX,3168,4,6,3,40.66,18.5,4.74,31.48,1
DEN,SEA,980,2,7,23,22.55,12.57,7.11,23.33,1
ATL,IAH,425,4,2,0,50.04,23.28,5.94,4.98,1
LAS,DTW,1274,9,7,23,48.38,36.41,3.48,31.15,1
DFW,DTW,1409,2,5,16,43.34,39.42,6.82,27.11,1
CLT,DTW,1257,4,5,10,8.53,34.69,2.84,25.22,1
JFK,SEA,1002,2,4,16,35.77,59.28,7.25,-6.63,1
LAS,SFO,941,5,3,22,26.72,41.47,1.03,-7.84,1
JFK,DTW,2378,3,6,0,36.83,55.89,5.94,24.77,1
CLT,PHX,3270,10,3,8,69.14,7.08,4.61,37.24,1
DFW,SEA,2879,2,6,13,36.04,3.68,3.73,28.69,1
DEN,MIA,3714,9,4,14,1.05,18.66,5.64,31.57,1
LAS,IAH,3085,5,2,23,32.91,8.2,6.81,17.25,1
ORD,IAH,3006,10,7,0,61.55,31.55,9.69,5.23,1
ORD,BOS,3703,5,3,1,58.5,31.14,8.5,23.89,1
CLT,MIA,903,1,6,17,38.5,34.5,7.45,25.6,1
ORD,BOS,2744,6,3,17,18.73,44.71,5.31,23.77,1
DEN,SEA,1626,7,2,5,34.88,58.28,4.53,37.34,1
CLT,MSP,2570,1,7,19,42.28,52.7,1.29,8.36,1
DEN,DTW,3481,9,1,7,74.99,7.1,4.23,-8.02,1
DFW,SFO,814,8,6,0,48.31,20.31,8.64,35.42,1
JFK,MIA,528,12,1,14,52.07,15.35,4.46,-1.98,1
DFW,MIA,1595,8,4,9,36.86,10.61,5.15,24.87,1
DFW,MIA,1683,7,7,3,26.59,32.68,3.45,33.66,1
DEN,BOS,332,5,5,9,60.97,33.2,3.47,5.51,1
CLT,SEA,1034,3,3,10,37.12,13.63,1.56,31.52,1
CLT,MIA,2898,12,6,4,74.6,42.71,6.52,6.6,1
ORD,MSP,320,9,3,8,34.28,43.97,5.03,29.71,1
LAX,MIA,2853,7,4,4,5.1,1.26,6.45,-6.51,1
JFK,IAH,1675,11,4,10,51.19,23.75,5.92,22.76,1
DEN,DTW,1164,10,3,2,3.5,53.41,8.19,23.86,1
ORD,SFO,328,10,6,3,18.79,31.22,7.76,14.57,1
LAS,DTW,3362,8,7,9,26.53,20.86,7.94,24.35,1
LAX,IAH,3875,6,2,6,55.46,15.22,5.49,36.16,1
LAX,IAH,1798,12,7,0,37.07,14.6,4.18,26.69,1
DEN,SFO,2276,11,2,5,2.15,5.99,9.4,38.06,1
ATL,MSP,2969,5,5,7,46.26,49.03,1.49,12.43,1
JFK,SEA,1747,8,7,16,30.86,5.2,2.37,16.41,1
LAX,IAH,532,3,3,23,69.14,17.54,4.78,3.19,1
DEN,SEA,3568,12,3,6,37.47,2.74,6.53,39.28,1
DEN,IAH,1353,7,6,0,53.17,46.88,1.07,-7.24,1
ORD,PHX,1516,2,3,8,16.42,2.36,7.47,7.93,0
LAS,SFO,1396,3,6,10,57.07,18.5,6.03,4.88,1
ATL,IAH,3991,12,3,18,54.07,34.4,5.36,9.33,1
JFK,PHX,3191,2,4,1,67.81,24.57,4.81,35.89,1
CLT,DTW,3295,5,1,22,2.54,16.94,5.68,8.4,1
DFW,BOS,3370,7,3,10,33.56,16.51,2.46,35.85,1
LAS,PHX,1629,11,1,2,50.94,47.87,1.98,11.17,1
LAS,MIA,555,10,2,16,7.14,58.44,3.61,32.74,1
ORD,IAH,338,11,5,9,30.8,20.88,7.39,16.09,1
CLT,PHX,1726,11,7,2,70.66,2.35,6.29,5.57,1
LAX,SEA,1397,11,7,21,32.7,2.19,5.32,12.47,1
LAX,BOS,228,10,2,2,73.91,45.55,6.14,11.22,1
ORD,MSP,1130,1,3,20,4.26,33.14,6.03,3.0,1
DEN,IAH,2743,10,7,6,53.84,47.02,3.76,4.48,1
LAX,MIA,1213,9,6,1,43.58,41.85,1.88,-0.68,1
ATL,MSP,2902,1,2,0,37.54,54.45,9.07,6.8,1
JFK,PHX,1027,1,4,6,72.81,53.15,6.4,21.22,1
LAS,MSP,550,12,1,19,9.72,47.3,7.28,9.33,1
LAS,MSP,2801,10,6,10,67.2,28.51,5.18,25.62,1
ATL,BOS,2224,8,7,22,51.84,18.49,7.81,39.35,1
CLT,DTW,498,6,6,5,19.42,30.42,6.26,8.86,1
LAX,MSP,1943,6,3,22,67.63,30.12,1.48,13.13,1
LAS,MSP,2065,12,4,3,32.2,36.62,9.01,-1.79,1
DFW,IAH,1415,9,1,18,61.07,11.17,3.75,9.61,1
CLT,DTW,1895,4,4,20,29.16,39.34,2.24,26.34,1
JFK,BOS,2311,8,2,18,63.82,27.4,1.79,0.87,1
JFK,MIA,954,4,3,13,47.75,37.21,7.48,-0.9,1
LAS,PHX,969,2,6,2,10.58,14.38,7.34,8.82,1
ORD,BOS,3935,11,6,3,48.72,26.06,7.3,30.93,1
CLT,BOS,1438,8,2,7,14.35,12.61,9.24,21.18,1
LAS,SFO,1033,12,6,17,30.89,52.52,4.14,37.88,1
ORD,BOS,2413,7,5,3,12.77,29.28,6.05,35.23,1
LAS,DTW,3814,4,3,10,1.65,13.5,6.58,-2.44,1
DFW,SFO,2106,9,2,15,15.89,2.47,9.82,-7.87,1
CLT,PHX,3503,9,3,2,40.23,40.54,3.81,9.95,1
DEN,MSP,1764,8,1,6,36.12,12.88,9.61,16.1,1
JFK,IAH,1418,1,3,1,37.61,59.37,2.34,15.78,1
LAS,IAH,705,7,3,0,18.58,32.02,7.88,-3.29,1
DFW,PHX,1557,5,1,0,51.39,17.34,6.7,-3.76,1
ORD,PHX,3040,7,2,5,52.82,39.46,8.35,-7.66,1
ORD,DTW,3575,12,3,18,26.85,16.51,1.26,32.54,1
JFK,SEA,3080,9,4,6,66.09,49.22,1.7,37.39,1
ATL,MSP,1660,2,3,23,48.3,18.49,1.63,-4.22,1
LAS,PHX,3594,11,2,4,53.48,59.29,6.34,0.66,1
CLT,BOS,3773,4,6,20,20.8,36.31,6.43,-5.51,1
LAX,DTW,3105,4,7,17,0.05,50.66,9.15,33.88,1
ORD,IAH,1616,2,1,23,64.9,4.37,5.21,37.94,1
CLT,MIA,3053,3,6,12,61.68,20.9,1.61,3.09,1
CLT,DTW,3870,11,2,0,9.24,44.25,2.89,5.18,1
DEN,IAH,1372,8,5,9,28.06,39.3,1.07,8.13,1
CLT,SFO,960,12,7,8,49.6,11.65,7.99,15.12,1
CLT,DTW,1032,9,6,16,48.91,21.37,8.34,24.12,1
DEN,IAH,1628,6,3,0,64.53,15.81,9.98,15.22,1
ORD,SEA,482,10,7,0,10.52,36.8,4.71,37.55,1
CLT,DTW,3633,2,3,6,32.25,20.67,1.17,-5.01,1
ATL,DTW,578,2,1,3,7.29,18.54,3.11,29.93,1
ATL,MSP,397,7,3,22,29.22,12.44,6.29,6.72,1
DFW,PHX,3262,8,7,20,1.13,24.54,9.66,8.88,1
DEN,MSP,3271,8,4,11,67.37,11.73,1.93,25.44,1
DFW,DTW,755,6,4,15,39.53,57.75,2.09,36.47,1
DEN,PHX,555,10,6,13,63.74,9.27,7.32,25.81,1
LAS,IAH,1763,8,2,22,4.49,54.8,7.0,28.79,1
LAS,MIA,3700,1,1,9,17.06,25.71,3.25,27.54,1
CLT,MIA,1240,9,5,13,19.45,22.67,8.32,6.05,1
LAX,DTW,2886,12,6,6,29.0,13.88,2.16,27.85,1
LAS,SEA,578,1,2,3,60.21,38.15,9.33,29.23,1
LAX,SFO,879,3,1,1,28.99,41.13,2.81,16.67,1
LAS,IAH,2753,12,7,23,15.35,28.05,1.73,16.84,1
JFK,PHX,1979,9,1,17,4.87,3.34,4.06,27.99,0
LAS,DTW,1098,11,7,15,5.96,55.11,2.69,30.85,1
DFW,IAH,275,5,6,8,57.0,58.82,5.74,6.86,1
ORD,DTW,430,9,2,4,33.36,25.86,7.18,30.08,1
CLT,SEA,1939,9,2,8,54.46,36.82,5.42,30.71,1
DFW,BOS,1161,6,3,7,51.17,27.02,6.95,1.71,1
ORD,BOS,3519,11,5,23,10.15,19.31,4.28,25.85,1
ATL,SEA,2549,1,4,19,10.72,4.64,1.25,-0.67,1
DFW,PHX,2973,10,3,15,56.65,27.36,9.77,-5.35,1
ATL,MSP,2462,7,1,19,54.1,49.1,8.37,18.73,1
LAX,SEA,3429,6,5,17,28.35,1.02,1.66,35.43,1
LAX,DTW,2316,9,5,3,5.81,34.93,5.04,-8.23,1
JFK,PHX,592,7,2,15,0.91,52.85,6.72,31.33,1
LAS,MIA,1308,12,5,3,21.61,13.05,2.72,15.32,1
DFW,SEA,466,11,6,5,0.69,11.0,6.2,33.04,0
ATL,PHX,1292,12,5,2,17.26,46.34,5.8,32.17,1
ORD,SEA,810,4,1,17,31.46,15.31,2.87,33.76,1
LAX,SEA,1570,7,6,14,9.11,11.52,2.27,28.44,0
LAS,MSP,1208,2,6,7,7.82,22.68,7.83,32.15,1
LAX,MSP,1161,6,3,17,67.23,23.55,3.9,-1.2,1
ORD,DTW,2975,6,5,23,43.91,52.45,3.2,5.19,1
LAS,PHX,872,2,2,22,70.08,37.11,7.64,2.12,1
LAS,PHX,2670,4,7,2,25.94,24.36,7.62,27.12,1
ATL,SFO,3877,8,3,5,50.79,32.06,3.49,-2.32,1
ATL,SEA,3445,8,2,21,15.35,57.24,8.85,-0.89,1
DFW,BOS,1900,8,5,20,46.38,6.79,7.19,33.95,1
DFW,SEA,2362,8,3,23,9.72,12.46,4.11,25.29,0
DEN,SEA,2467,1,5,14,0.16,57.75,4.85,33.77,1
CLT,PHX,230,2,1,11,69.86,57.44,7.54,-3.03,1
DEN,SEA,3794,12,3,4,41.62,10.63,2.9,9.95,1
JFK,IAH,1566,4,2,6,69.52,8.71,5.22,4.16,1
LAX,SEA,1600,12,1,21,25.04,25.27,6.88,-9.52,1
DFW,IAH,1353,9,4,14,24.58,2.98,5.86,4.23,1
ATL,MSP,816,3,2,6,30.05,39.29,6.47,8.98,1
ORD,BOS,738,6,7,12,52.95,4.65,5.92,-5.39,1
ATL,DTW,2986,7,5,2,42.44,3.48,2.79,18.32,1
LAX,PHX,3273,8,2,22,69.4,29.11,4.69,9.16,1
DEN,SEA,1070,7,4,12,1.91,57.47,5.79,-7.68,1
ATL,IAH,300,3,2,2,53.11,25.61,8.02,25.2,1
CLT,IAH,3804,6,1,1,24.77,21.39,6.89,26.46,1
JFK,MSP,3329,5,6,22,13.52,59.88,4.84,31.72,1
LAX,IAH,1612,12,2,3,38.28,31.92,9.77,14.28,1
DEN,DTW,2939,10,3,16,37.88,22.51,1.97,38.43,1
CLT,MIA,1140,4,7,5,10.28,23.15,2.86,35.7,1
ORD,SFO,540,1,4,10,15.14,11.7,4.07,17.57,1
DEN,DTW,3108,7,2,5,30.61,30.73,3.06,12.25,1
LAS,BOS,1243,8,4,21,30.66,26.33,6.63,-9.85,1
CLT,DTW,3526,2,6,1,23.82,16.25,1.36,25.55,1
CLT,MSP,3588,7,1,16,11.14,9.63,2.6,18.25,1
JFK,MSP,237,6,3,2,0.33,18.67,3.64,36.88,1
LAX,DTW,859,5,5,11,72.77,30.52,7.15,19.71,1
ORD,SEA,2233,4,2,13,70.76,3.5,8.88,39.64,1
JFK,MIA,1760,2,1,1,36.27,9.22,8.19,32.69,1
DEN,SEA,3657,10,4,21,74.63,56.86,2.64,37.68,1
JFK,SEA,1856,6,6,21,50.52,32.57,6.09,6.38,1
CLT,DTW,3175,5,7,4,5.16,3.81,1.27,-2.53,1
LAX,PHX,1249,2,4,9,8.83,41.59,3.79,29.84,1
DFW,PHX,653,10,7,9,68.71,3.71,8.25,29.31,1
JFK,PHX,1904,7,6,20,47.25,44.33,5.11,0.57,1
LAS,MIA,1546,6,7,8,63.24,45.0,2.35,28.24,1
JFK,SEA,2984,12,6,20,67.37,39.06,4.95,19.1,1
DEN,SFO,3784,11,1,12,33.6,43.93,2.78,-4.52,1
DEN,BOS,1018,9,2,9,3.64,5.28,4.54,15.09,1
ORD,PHX,972,11,5,5,14.12,43.61,5.39,36.56,1
DEN,PHX,212,10,2,10,4.99,8.2,4.15,15.32,0
ATL,MSP,3162,5,3,3,14.16,20.37,9.43,29.43,0
LAX,SEA,3831,9,2,13,30.79,56.56,6.06,-8.55,1
LAX,SEA,1120,9,6,16,8.86,30.17,8.59,26.4,1
DFW,MIA,1024,1,6,19,12.5,58.05,7.85,37.34,1
DFW,MIA,2618,5,3,1,33.44,5.34,6.95,14.98,1
LAX,PHX,1514,9,4,9,25.51,28.65,5.47,6.89,1
LAS,SEA,2579,7,6,2,35.07,3.74,1.02,22.33,1
DFW,SFO,3877,6,3,6,32.19,37.81,6.52,35.81,1
ORD,BOS,2508,6,6,6,48.34,4.72,4.2,-1.16,1
DEN,DTW,2217,11,5,0,70.29,10.52,2.06,10.18,1
LAX,SEA,1428,7,6,7,8.09,15.53,5.0,-2.19,1
CLT,MSP,896,1,1,22,7.44,44.92,7.62,14.83,1
DFW,DTW,2934,4,3,0,63.96,9.84,9.66,17.02,1
LAX,SEA,1149,1,7,7,37.98,50.8,4.37,37.21,1
ATL,IAH,2634,6,2,13,57.48,7.91,5.88,10.63,1
JFK,MIA,3068,4,3,13,16.16,2.11,8.66,18.35,1
DEN,MSP,2715,1,4,1,62.16,23.7,4.01,34.26,1
LAX,BOS,1638,9,6,7,69.29,58.77,2.28,6.07,1
JFK,PHX,268,12,3,18,47.66,6.62,3.54,23.71,1
DFW,MSP,3743,4,5,9,7.94,6.1,9.09,27.86,0
JFK,SEA,3375,12,3,6,67.15,45.07,2.43,6.53,1
DEN,PHX,1981,6,5,12,59.44,18.73,3.96,-1.78,1
LAX,SEA,3432,7,6,21,56.32,43.04,5.18,15.15,1
ATL,PHX,2447,8,2,20,2.75,12.0,8.62,7.84,0
LAS,BOS,2463,12,6,14,59.92,27.6,9.44,3.32,1
DFW,MIA,2169,11,4,10,10.35,15.92,4.83,38.67,0
LAX,BOS,411,9,1,13,16.68,27.09,9.39,15.11,1
DEN,IAH,707,9,2,10,43.29,46.15,2.45,32.82,1
DFW,SFO,2263,8,2,1,19.87,45.72,2.41,-0.23,1
ORD,MIA,1721,10,1,1,49.6,30.95,9.54,36.97,1
JFK,BOS,3131,11,3,11,45.61,55.7,5.59,29.72,1
LAS,IAH,531,12,6,14,8.11,15.83,2.67,30.43,0
DEN,SFO,2964,12,3,16,49.2,14.42,5.39,9.49,1
ORD,IAH,750,3,3,13,69.3,36.83,8.05,14.28,1
CLT,SEA,1824,12,6,15,12.08,37.28,8.44,19.67,1
LAX,DTW,1141,2,4,7,44.78,2.79,8.78,29.49,1
ATL,SEA,2503,5,2,23,25.64,36.47,6.13,32.45,1
DFW,PHX,3239,1,5,16,34.47,22.47,8.8,-6.1,1
JFK,MIA,927,3,1,4,21.53,44.85,5.59,35.2,1
DFW,SEA,1079,1,2,11,26.56,48.49,6.46,36.87,1
LAS,MSP,3062,3,3,5,2.17,33.13,7.83,19.64,1
LAX,IAH,3443,4,1,17,73.62,0.1,4.83,-0.66,1
DFW,MIA,848,7,5,4,46.86,38.18,1.66,30.92,1
JFK,DTW,1199,12,2,5,37.55,44.93,4.15,17.43,1
LAX,MSP,1721,12,2,8,28.78,14.94,6.62,30.86,1
DFW,SEA,2718,5,4,14,40.45,27.88,2.73,30.74,1
ATL,PHX,3655,5,2,9,28.51,57.94,2.34,-5.66,1
DEN,BOS,2937,1,2,16,26.99,17.89,3.64,20.35,1
LAX,PHX,1812,8,5,18,34.8,13.39,1.29,14.16,1
DEN,MSP,2947,4,5,11,20.7,12.65,7.69,37.31,1
CLT,SFO,2754,10,1,8,13.5,33.53,3.33,4.83,1
LAX,SEA,3239,5,3,14,41.75,56.99,2.12,0.3,1
ATL,MSP,1209,2,5,13,63.21,36.52,7.29,34.85,1
DEN,SFO,1750,12,1,0,11.46,18.2,8.59,-2.56,1
ORD,SFO,1003,1,2,16,2.46,38.31,1.18,24.33,1
JFK,IAH,3078,9,1,0,18.51,37.49,3.1,5.0,1
ORD,MIA,3596,2,1,22,73.48,35.82,9.51,18.39,1
DFW,IAH,413,6,1,20,62.16,9.57,4.47,20.81,1
ATL,SEA,3479,1,6,21,44.69,38.07,9.45,10.87,1
ORD,SFO,368,1,1,12,69.69,25.81,3.47,38.75,1
LAX,DTW,3601,9,5,7,33.4,1.12,2.96,-3.41,1
DFW,MSP,3551,4,7,12,73.75,32.39,2.93,9.57,1
DFW,BOS,1177,9,7,15,22.22,59.36,1.77,11.52,1
ORD,SFO,1528,11,7,1,18.02,20.98,9.07,21.55,1
CLT,MSP,345,5,7,12,47.85,57.93,9.82,10.36,1
ORD,DTW,1998,7,6,17,28.36,5.77,9.59,-5.15,1
CLT,BOS,715,1,3,2,46.98,43.95,8.67,37.37,1
ATL,IAH,3361,6,1,12,22.87,6.86,8.62,10.8,1
JFK,IAH,652,8,4,18,46.34,16.41,6.95,7.13,1
ORD,MIA,259,1,7,12,20.68,34.25,8.44,12.34,1
LAS,MSP,3582,9,2,18,3.82,35.57,2.88,0.83,1
CLT,SFO,727,3,7,3,68.41,46.51,4.49,-4.99,1
ORD,PHX,3498,1,7,18,66.24,36.92,6.77,-2.57,1
DEN,IAH,1223,1,2,17,72.81,35.62,8.87,-1.67,1
LAX,IAH,2721,11,6,5,53.74,54.74,6.94,-0.12,1
LAS,MIA,1764,6,2,18,51.2,27.13,8.55,11.0,1
LAS,BOS,3934,11,2,3,41.93,13.52,5.27,21.19,1
CLT,MIA,3004,6,6,3,9.45,9.71,7.46,21.44,1
DEN,DTW,3029,1,2,23,14.19,24.0,9.82,-10.0,1
DEN,SFO,1302,3,1,6,21.71,42.77,2.38,36.05,1
DFW,MSP,632,7,7,6,66.76,2.55,9.34,31.14,1
CLT,SEA,1376,10,3,22,12.97,7.74,5.7,38.2,1
JFK,SEA,600,3,6,15,69.22,6.37,6.79,8.0,1
LAX,MSP,3550,3,4,15,39.21,35.12,8.9,23.24,1
ATL,BOS,2304,3,6,4,53.67,14.57,4.69,-1.6,1
LAS,DTW,3250,12,5,14,8.27,9.98,4.77,30.85,1
ATL,IAH,2433,7,4,22,20.18,35.57,5.74,-1.93,1
ORD,BOS,2645,4,5,3,71.89,45.68,1.17,6.3,1
ORD,IAH,804,4,6,23,19.96,19.93,5.47,14.54,1
ATL,IAH,3035,3,5,12,22.24,34.69,3.62,19.73,1
ORD,SEA,2405,10,4,18,14.82,5.89,9.35,17.98,1
JFK,BOS,2010,11,1,6,9.68,56.11,1.79,-4.9,1
DEN,DTW,3964,9,6,11,17.49,20.21,5.13,11.08,1
ORD,MIA,3630,2,6,8,48.17,59.85,9.53,36.15,1
DFW,IAH,1663,4,2,16,34.15,58.72,9.11,33.62,1
ORD,PHX,2836,8,6,1,41.53,46.73,7.31,19.54,1
LAX,PHX,2713,6,7,15,9.18,1.2,6.3,18.62,1
JFK,MIA,3934,7,7,6,60.16,32.61,3.53,-4.42,1
LAX,PHX,2693,7,6,17,58.81,5.21,4.3,0.01,1
LAX,SFO,1973,2,1,6,1.62,53.71,1.81,2.63,1
DFW,IAH,3048,4,2,0,28.76,47.38,8.07,14.41,1
JFK,MIA,3759,10,3,2,5.16,58.34,3.91,26.57,1
JFK,BOS,1753,10,5,20,59.41,36.5,7.01,13.04,1
CLT,IAH,1296,6,4,10,55.3,31.33,4.22,-3.7,1
JFK,MIA,1128,3,3,21,67.65,31.14,5.18,11.97,1
JFK,SEA,2151,9,2,14,17.73,23.19,6.0,-1.87,1
JFK,DTW,3972,4,7,2,34.22,28.12,8.22,27.56,1
DFW,BOS,2173,10,7,23,13.84,38.12,2.9,-1.67,1
ORD,DTW,2264,2,7,12,27.84,55.98,4.59,14.13,1
CLT,SEA,1754,6,1,3,39.17,35.75,2.17,24.67,1
LAX,IAH,2978,1,7,22,4.0,51.43,1.68,1.41,1
JFK,BOS,525,6,4,21,53.62,51.77,6.44,-6.2,1
LAS,DTW,1194,12,5,7,40.75,31.13,2.7,18.16,1
ORD,PHX,3903,10,6,21,62.17,20.85,1.54,-7.29,1
ORD,DTW,812,1,6,3,20.38,38.37,9.07,19.39,1
LAX,MIA,2793,8,3,17,67.75,26.75,5.81,27.67,1
DFW,IAH,795,5,5,6,74.9,4.89,2.21,6.47,1
ATL,SFO,1120,6,2,10,68.95,22.67,1.48,14.42,1
ATL,DTW,3979,2,5,3,58.34,59.64,2.08,36.44,1
ORD,BOS,1041,2,1,12,60.93,2.91,5.24,13.56,1
DEN,BOS,1425,12,3,8,43.03,41.8,7.02,39.83,1
DEN,MSP,543,9,3,8,14.26,50.47,6.77,-2.15,1
LAX,DTW,2076,3,1,22,50.78,38.92,2.3,25.45,1
ATL,IAH,3794,6,5,20,53.46,34.18,6.7,22.63,1
ORD,IAH,1058,10,7,18,73.9,42.45,4.64,33.62,1
DFW,SEA,1623,5,1,2,40.6,25.76,5.18,-5.38,1
ATL,MSP,3489,12,7,11,20.35,5.48,8.21,4.01,1
ORD,DTW,644,4,4,10,51.28,57.74,3.99,-3.39,1
ORD,PHX,1988,10,1,19,73.45,25.94,2.32,36.65,1
JFK,SEA,421,2,7,10,13.29,39.92,8.86,11.33,1
DFW,MSP,3654,8,5,16,24.45,31.88,2.91,35.5,1
JFK,DTW,791,10,7,20,40.64,3.28,3.65,4.72,1
LAX,DTW,1230,7,1,13,12.77,57.16,7.36,-3.68,1
JFK,SEA,1495,11,2,15,1.67,47.55,7.15,4.83,1
LAS,PHX,1217,2,6,23,25.27,8.95,8.2,19.86,0
JFK,MSP,2263,6,1,9,64.9,58.9,2.65,32.26,1
LAS,DTW,1647,8,6,3,3.26,44.21,4.17,9.27,1
ATL,DTW,2245,7,1,9,32.17,28.34,2.13,35.74,1
DEN,MSP,723,1,5,19,57.17,36.68,5.87,2.21,1
CLT,SFO,3050,5,4,11,71.49,6.4,3.63,24.68,1
CLT,SEA,2268,2,4,8,73.91,33.62,7.2,26.79,1
ORD,SEA,3961,6,6,14,31.65,4.42,1.0,3.7,1
CLT,BOS,2475,7,5,8,71.28,32.69,1.54,-8.65,1
LAS,PHX,3255,7,7,6,2.66,33.16,4.89,8.26,1
DFW,MIA,2008,3,5,23,55.94,52.47,9.62,-7.74,1
JFK,SFO,1511,7,5,11,48.21,43.5,9.02,35.04,1
LAS,MSP,3056,5,2,19,18.71,14.97,9.95,37.68,1
DFW,MSP,3405,8,3,23,38.05,53.31,4.75,26.77,1
DEN,MSP,1506,12,1,13,9.72,34.39,1.42,26.33,1
CLT,SFO,2651,8,5,21,65.37,36.38,3.75,2.04,1
DEN,DTW,3936,7,5,15,26.84,10.14,7.08,-6.3,1
CLT,MSP,1289,6,5,18,46.95,51.47,2.22,30.11,1
JFK,MSP,1872,2,4,22,11.91,55.86,3.7,17.96,1
LAX,PHX,3875,6,5,2,15.46,46.5,1.51,24.08,1
JFK,IAH,636,12,1,10,74.4,56.45,5.27,28.98,1
ATL,IAH,1028,11,7,22,56.48,18.14,2.88,10.47,1
LAS,BOS,3181,9,7,20,72.15,51.67,1.82,-2.77,1
ORD,BOS,458,2,5,19,22.19,29.33,4.7,29.75,1
LAX,MSP,2203,1,1,18,12.34,9.84,4.16,12.69,1
JFK,PHX,2189,11,2,7,37.73,40.13,5.84,31.35,1
DFW,MSP,302,5,7,19,37.1,41.05,7.74,11.88,1
LAX,BOS,1192,11,3,7,13.12,17.22,2.01,0.85,1
LAS,SFO,3838,6,4,2,54.99,1.65,8.12,-1.45,1
CLT,SFO,968,3,1,9,27.13,11.99,1.24,27.2,1
LAX,DTW,1324,8,7,12,13.98,23.99,4.99,18.74,1
CLT,MIA,1421,7,7,8,24.9,10.05,6.29,10.23,1
LAS,IAH,3060,2,6,5,42.27,11.64,9.61,14.61,1
JFK,PHX,2473,12,2,14,54.49,23.48,6.17,17.48,1
LAS,SEA,3190,7,3,15,36.14,57.71,2.43,1.97,1
LAX,IAH,2710,1,3,4,39.42,45.85,5.66,8.91,1
DFW,SEA,436,9,3,20,10.42,19.18,4.56,4.62,1
DEN,MIA,3297,7,1,12,68.6,57.1,5.31,9.42,1
LAX,MIA,1344,6,2,18,69.65,38.74,2.77,15.03,1
LAS,MSP,2753,2,5,1,51.26,27.33,5.51,-1.33,1
DEN,BOS,3453,3,6,5,1.32,28.1,2.35,9.68,1
LAS,MIA,3982,1,2,0,40.28,24.64,7.7,9.27,1
DFW,MIA,3061,10,2,14,47.19,13.98,6.35,4.3,1
LAS,SEA,966,5,7,14,74.6,23.2,1.71,39.92,1
JFK,BOS,2881,9,2,13,74.71,31.67,9.01,-6.32,1
ORD,MIA,3814,6,1,6,64.32,31.68,6.55,22.15,1
CLT,IAH,3586,5,6,4,4.79,45.7,3.84,-1.28,1
CLT,DTW,1190,12,1,19,71.5,21.53,1.41,31.98,1
LAX,MIA,2865,3,6,15,45.95,43.01,6.69,35.71,1
ORD,DTW,1959,5,6,16,60.07,34.69,4.36,10.07,1
LAS,BOS,2520,8,7,10,30.54,57.71,9.17,31.17,1
DFW,MSP,2479,12,1,14,23.98,23.12,1.31,2.5,1
LAX,PHX,3691,2,6,19,34.74,54.07,1.35,-3.0,1
LAS,BOS,3015,5,2,15,11.02,49.24,9.54,5.79,1
DEN,SEA,3713,6,1,2,26.78,38.26,9.68,7.08,1
ATL,PHX,695,10,6,5,64.32,39.27,1.25,9.87,1
LAS,IAH,1247,8,3,20,2.85,5.08,7.44,8.65,1
