State,City,Vehicle_Type,Weather,Road_Type,Time,Year,Total_Accidents,Fatal_Accidents,Accident_Severity
Karnataka,Kochi,Bus,Foggy,Highway,Night,2022,38152,8914,3
Tamil Nadu,Patna,Truck,Rainy,Rural,Night,2019,36504,743,1
Uttar Pradesh,Bangalore,Van,Foggy,Rural,Evening,2019,49775,130,1
Rajasthan,New Delhi,Car,Clear,Urban,Night,2021,47313,8295,3
Kerala,Kolkata,Car,Foggy,Rural,Morning,2022,6520,117,1
Gujarat,Chennai,Auto,Dusty,Urban,Morning,2022,21252,7262,3
West Bengal,Jaipur,Truck,Rainy,Highway,Evening,2019,49009,9653,3
Delhi,Jaipur,Car,Dusty,Highway,Evening,2022,17237,4427,3
Tamil Nadu,Patna,Bike,Clear,Rural,Night,2022,35412,1925,2
Tamil Nadu,Patna,Bike,Foggy,Rural,Night,2018,47685,8339,3
Rajasthan,Patna,Bus,Rainy,Rural,Morning,2021,41996,6306,3
Uttar Pradesh,Patna,Auto,Rainy,Highway,Morning,2021,48988,6513,2
Bihar,Patna,Car,Clear,Highway,Night,2018,1584,3261,3
West Bengal,Mumbai,Bus,Clear,Rural,Morning,2019,1617,2147,3
Rajasthan,Ahmedabad,Bike,Foggy,Rural,Evening,2020,33048,7866,3
Gujarat,Jaipur,Bus,Rainy,Rural,Morning,2019,44487,8580,3
Karnataka,Patna,Bus,Clear,Rural,Night,2018,31584,7348,3
Maharashtra,Chennai,Car,Rainy,Urban,Evening,2022,17845,8461,3
Bihar,Mumbai,Car,Foggy,Rural,Morning,2018,17641,3043,3
Uttar Pradesh,New Delhi,Car,Dusty,Rural,Evening,2021,24704,7126,3
Delhi,New Delhi,Auto,Clear,Urban,Night,2022,28012,4878,3
Bihar,Lucknow,Bus,Foggy,Urban,Morning,2019,35056,7745,3
Kerala,Ahmedabad,Bus,Dusty,Urban,Night,2022,34587,2290,2
Uttar Pradesh,New Delhi,Auto,Foggy,Urban,Afternoon,2021,33949,8597,3
Karnataka,Patna,Bike,Clear,Rural,Night,2018,28985,6615,3
Kerala,Jaipur,Truck,Foggy,Highway,Afternoon,2019,39358,8866,3
Bihar,Lucknow,Bike,Rainy,Highway,Evening,2020,8588,5323,3
Maharashtra,Bangalore,Auto,Clear,Highway,Evening,2020,45725,9461,3
Maharashtra,Mumbai,Bus,Rainy,Highway,Afternoon,2018,48509,100,1
Karnataka,Bangalore,Bus,Foggy,Highway,Evening,2019,2846,6971,3
Tamil Nadu,Bangalore,Car,Clear,Highway,Evening,2019,30028,5344,3
West Bengal,Patna,Car,Rainy,Urban,Night,2022,3215,7303,3
Delhi,Bangalore,Bus,Rainy,Urban,Afternoon,2018,25995,341,1
Tamil Nadu,Bangalore,Bus,Rainy,Highway,Morning,2022,47190,5173,2
Maharashtra,New Delhi,Van,Dusty,Rural,Evening,2018,44316,2637,2
Maharashtra,Kolkata,Car,Rainy,Rural,Evening,2021,26416,4960,3
Gujarat,Lucknow,Car,Rainy,Highway,Morning,2018,7535,5384,3
Kerala,Bangalore,Bike,Foggy,Rural,Night,2022,8312,5163,3
Bihar,Ahmedabad,Bus,Foggy,Urban,Night,2019,24916,2741,2
Delhi,Chennai,Bus,Foggy,Urban,Night,2018,43134,1935,1
Karnataka,Lucknow,Auto,Foggy,Rural,Morning,2019,8955,5295,3
Bihar,Ahmedabad,Bike,Dusty,Highway,Night,2021,979,8624,3
Gujarat,Chennai,Truck,Foggy,Urban,Evening,2020,30131,4017,2
Maharashtra,Bangalore,Truck,Foggy,Rural,Night,2020,47125,3862,2
Karnataka,Kolkata,Truck,Foggy,Rural,Evening,2022,39932,9068,3
Maharashtra,Kochi,Van,Rainy,Urban,Morning,2018,44313,9787,3
Delhi,Jaipur,Car,Dusty,Urban,Night,2021,10109,469,1
Kerala,Ahmedabad,Truck,Foggy,Highway,Night,2021,21503,6580,3
Bihar,Bangalore,Auto,Rainy,Rural,Evening,2019,28502,8123,3
Bihar,Lucknow,Car,Clear,Highway,Morning,2022,1994,680,3
Tamil Nadu,New Delhi,Car,Dusty,Urban,Night,2021,3199,9933,3
Karnataka,Bangalore,Truck,Foggy,Rural,Morning,2018,48914,1662,1
West Bengal,Kochi,Car,Rainy,Urban,Evening,2021,4350,4587,3
Gujarat,Bangalore,Bike,Clear,Urban,Evening,2020,37205,2153,2
West Bengal,Bangalore,Bike,Clear,Urban,Night,2022,37896,5608,2
Tamil Nadu,Jaipur,Truck,Rainy,Highway,Morning,2019,15731,8729,3
Delhi,New Delhi,Auto,Rainy,Urban,Evening,2018,31488,3288,2
Gujarat,Ahmedabad,Car,Dusty,Highway,Morning,2020,7405,2090,3
Kerala,Patna,Bus,Rainy,Urban,Afternoon,2021,32800,3847,2
West Bengal,Patna,Truck,Foggy,Urban,Afternoon,2022,28834,3162,2
Kerala,Lucknow,Van,Clear,Rural,Night,2022,3648,4067,3
West Bengal,Kolkata,Car,Foggy,Urban,Morning,2018,31027,3481,2
Kerala,Bangalore,Truck,Foggy,Rural,Morning,2019,9401,6405,3
West Bengal,Lucknow,Truck,Foggy,Rural,Evening,2020,46834,7555,3
Kerala,Kolkata,Auto,Clear,Highway,Morning,2019,22671,4758,3
Tamil Nadu,Ahmedabad,Bus,Clear,Rural,Morning,2018,35207,1766,2
Uttar Pradesh,Ahmedabad,Car,Clear,Rural,Evening,2018,42439,5985,2
Gujarat,New Delhi,Truck,Rainy,Urban,Night,2020,5623,7608,3
Karnataka,Patna,Truck,Foggy,Urban,Evening,2022,21063,3599,3
Delhi,Patna,Car,Dusty,Highway,Afternoon,2022,15049,5483,3
Rajasthan,Lucknow,Truck,Rainy,Rural,Morning,2020,1291,925,3
Maharashtra,Jaipur,Truck,Rainy,Rural,Morning,2019,47583,991,1
Karnataka,Patna,Truck,Dusty,Highway,Night,2020,44408,3518,2
Maharashtra,Jaipur,Bike,Foggy,Urban,Afternoon,2022,21036,416,1
Gujarat,Jaipur,Bike,Dusty,Rural,Morning,2019,18519,9313,3
Karnataka,Ahmedabad,Bus,Clear,Highway,Evening,2021,28859,6168,3
Kerala,New Delhi,Auto,Foggy,Urban,Morning,2019,9660,4394,3
Kerala,Lucknow,Car,Rainy,Highway,Night,2022,37764,1199,1
Rajasthan,Chennai,Auto,Clear,Highway,Evening,2018,34219,4053,2
Maharashtra,Lucknow,Auto,Clear,Rural,Morning,2019,49147,2567,2
Delhi,Jaipur,Bike,Rainy,Urban,Night,2019,6579,5065,3
Gujarat,Kolkata,Bus,Dusty,Rural,Afternoon,2018,48568,7630,3
Kerala,Kolkata,Auto,Clear,Rural,Evening,2022,47215,2550,2
Uttar Pradesh,New Delhi,Auto,Clear,Urban,Evening,2021,18858,6261,3
Tamil Nadu,Ahmedabad,Truck,Foggy,Urban,Afternoon,2021,6913,9999,3
Tamil Nadu,Ahmedabad,Car,Foggy,Urban,Evening,2020,2382,2807,3
West Bengal,Jaipur,Bus,Rainy,Rural,Night,2021,46072,2661,2
Delhi,Jaipur,Car,Rainy,Urban,Afternoon,2021,32888,129,1
Tamil Nadu,Kochi,Bike,Rainy,Urban,Morning,2019,22345,534,1
West Bengal,Kochi,Auto,Dusty,Urban,Night,2020,38365,9487,3
Maharashtra,Jaipur,Auto,Clear,Highway,Afternoon,2021,6907,146,1
Kerala,Patna,Van,Rainy,Urban,Morning,2019,37812,8590,3
Kerala,Lucknow,Car,Foggy,Rural,Night,2020,40662,9838,3
Uttar Pradesh,Patna,Bike,Clear,Highway,Night,2019,3631,3641,3
Karnataka,Ahmedabad,Van,Rainy,Rural,Evening,2018,11843,9741,3
Tamil Nadu,Chennai,Van,Clear,Highway,Evening,2022,22058,4582,3
Maharashtra,Lucknow,Truck,Clear,Urban,Afternoon,2022,37363,3654,2
Bihar,Patna,Van,Clear,Highway,Morning,2022,44113,7122,3
Tamil Nadu,Patna,Van,Rainy,Rural,Night,2021,43934,5897,2
Delhi,Mumbai,Truck,Clear,Highway,Night,2022,45084,4357,2
Karnataka,Lucknow,Auto,Clear,Urban,Afternoon,2022,21205,3478,3
Tamil Nadu,Chennai,Auto,Clear,Urban,Evening,2020,6759,9730,3
Maharashtra,New Delhi,Bus,Foggy,Rural,Night,2020,46526,438,1
Tamil Nadu,New Delhi,Van,Rainy,Highway,Night,2020,5959,6302,3
Delhi,Patna,Car,Dusty,Rural,Evening,2021,38494,5439,2
Bihar,Jaipur,Auto,Foggy,Rural,Morning,2022,22522,2508,2
Gujarat,Chennai,Bike,Clear,Rural,Morning,2021,41199,6268,3
Rajasthan,Chennai,Car,Clear,Urban,Evening,2021,12888,2029,3
Bihar,Ahmedabad,Bus,Dusty,Highway,Night,2021,46794,2600,2
West Bengal,Kolkata,Van,Dusty,Urban,Evening,2021,21535,7474,3
Tamil Nadu,Mumbai,Truck,Foggy,Urban,Morning,2021,25298,9399,3
Kerala,Ahmedabad,Bus,Clear,Urban,Afternoon,2021,22213,2395,2
Uttar Pradesh,Chennai,Car,Dusty,Highway,Afternoon,2022,16203,7515,3
Kerala,Bangalore,Truck,Foggy,Urban,Morning,2020,26825,7318,3
Bihar,Jaipur,Bike,Dusty,Urban,Morning,2019,8472,7192,3
Kerala,Chennai,Truck,Clear,Urban,Morning,2019,20020,9837,3
Maharashtra,Mumbai,Truck,Clear,Highway,Evening,2019,12017,2324,3
Kerala,Chennai,Bike,Clear,Highway,Afternoon,2018,25957,6368,3
Karnataka,Lucknow,Auto,Clear,Rural,Morning,2020,23545,8457,3
Gujarat,Lucknow,Auto,Rainy,Urban,Night,2022,35609,6220,3
Tamil Nadu,Kochi,Truck,Rainy,Urban,Afternoon,2021,720,8417,3
Kerala,Mumbai,Truck,Rainy,Highway,Evening,2019,39102,3540,2
Delhi,Patna,Bus,Foggy,Highway,Night,2020,38851,981,1
Gujarat,Kolkata,Auto,Foggy,Urban,Evening,2022,13369,6033,3
Gujarat,Patna,Bike,Dusty,Rural,Morning,2019,36916,7514,3
Kerala,Kolkata,Van,Dusty,Rural,Morning,2020,751,4265,3
Gujarat,Kolkata,Van,Foggy,Urban,Morning,2022,40106,6237,3
Uttar Pradesh,Kolkata,Truck,Dusty,Rural,Night,2020,5731,622,2
Kerala,New Delhi,Truck,Foggy,Rural,Morning,2021,35055,9715,3
Maharashtra,Kolkata,Van,Rainy,Urban,Afternoon,2020,48918,9701,3
Bihar,Chennai,Bus,Foggy,Rural,Morning,2020,779,3229,3
Karnataka,Bangalore,Bus,Foggy,Highway,Afternoon,2018,38902,3645,2
Rajasthan,Mumbai,Bus,Dusty,Urban,Night,2021,45734,7096,3
West Bengal,Bangalore,Car,Dusty,Highway,Evening,2020,6811,3081,3
Gujarat,Kochi,Bike,Foggy,Urban,Evening,2021,4149,3250,3
Maharashtra,Chennai,Car,Clear,Highway,Afternoon,2020,43823,6428,2
Tamil Nadu,Kolkata,Truck,Dusty,Rural,Night,2021,40137,1194,1
Tamil Nadu,New Delhi,Bus,Foggy,Highway,Afternoon,2022,49057,1239,1
West Bengal,Ahmedabad,Bus,Dusty,Highway,Morning,2019,39009,4126,2
Karnataka,Patna,Van,Clear,Highway,Morning,2018,43690,6566,3
Gujarat,Lucknow,Van,Dusty,Highway,Morning,2019,28407,8306,3
Uttar Pradesh,Mumbai,Bus,Foggy,Highway,Evening,2020,33291,6685,3
West Bengal,Bangalore,Auto,Foggy,Urban,Afternoon,2020,24145,1638,2
Karnataka,Chennai,Van,Clear,Highway,Night,2022,41715,5277,2
Gujarat,Ahmedabad,Bike,Foggy,Highway,Afternoon,2020,45027,6642,2
Maharashtra,Jaipur,Car,Clear,Urban,Afternoon,2021,34331,4895,2
Bihar,Jaipur,Bike,Foggy,Urban,Afternoon,2019,42946,7679,3
Uttar Pradesh,Lucknow,Van,Foggy,Rural,Morning,2020,19367,9752,3
Rajasthan,Jaipur,Bus,Dusty,Highway,Morning,2022,24600,5111,3
Tamil Nadu,Patna,Truck,Dusty,Highway,Afternoon,2018,21993,1916,2
Delhi,Kochi,Auto,Clear,Rural,Morning,2019,14527,5735,3
Maharashtra,Jaipur,Van,Dusty,Highway,Evening,2022,30076,7094,3
Tamil Nadu,Lucknow,Bike,Rainy,Rural,Morning,2022,1734,6303,3
Kerala,Kochi,Truck,Clear,Urban,Evening,2019,27930,4351,3
Delhi,Patna,Van,Rainy,Highway,Evening,2022,40894,6712,3
Tamil Nadu,Lucknow,Bus,Clear,Highway,Afternoon,2018,43454,9991,3
Karnataka,Jaipur,Bus,Rainy,Urban,Afternoon,2018,11025,3076,3
Uttar Pradesh,Kolkata,Bus,Dusty,Highway,Morning,2020,32519,8606,3
Tamil Nadu,Mumbai,Bus,Dusty,Urban,Night,2021,2791,4963,3
Rajasthan,Jaipur,Van,Foggy,Urban,Afternoon,2020,25837,6375,3
Bihar,Lucknow,Auto,Rainy,Rural,Evening,2021,21122,3853,3
Karnataka,Mumbai,Auto,Foggy,Urban,Evening,2019,25395,2558,2
Maharashtra,Mumbai,Bike,Clear,Rural,Morning,2022,46954,235,1
Maharashtra,Kochi,Van,Rainy,Urban,Evening,2020,37260,913,1
Maharashtra,Patna,Bus,Foggy,Rural,Afternoon,2022,21412,2108,2
Maharashtra,Jaipur,Auto,Clear,Rural,Morning,2020,12909,2173,3
Bihar,Ahmedabad,Van,Rainy,Rural,Morning,2020,40670,6756,3
Tamil Nadu,Kolkata,Truck,Foggy,Rural,Night,2018,36047,7236,3
Gujarat,Patna,Auto,Rainy,Highway,Morning,2021,32369,9057,3
Tamil Nadu,Ahmedabad,Auto,Rainy,Urban,Night,2019,15609,3894,3
Kerala,Ahmedabad,Bike,Foggy,Urban,Afternoon,2022,13537,6176,3
Uttar Pradesh,Bangalore,Auto,Dusty,Urban,Evening,2020,2496,2869,3
Delhi,Kochi,Truck,Dusty,Urban,Afternoon,2022,42756,3773,2
Gujarat,New Delhi,Bus,Foggy,Rural,Morning,2018,11937,8489,3
Gujarat,Chennai,Car,Clear,Highway,Night,2019,27361,9289,3
Tamil Nadu,Chennai,Bike,Foggy,Urban,Evening,2021,15297,4132,3
Gujarat,Kochi,Truck,Foggy,Urban,Morning,2021,49761,1446,1
West Bengal,Kochi,Bike,Rainy,Urban,Afternoon,2020,911,1819,3
West Bengal,Ahmedabad,Van,Dusty,Rural,Morning,2019,16954,8732,3
Kerala,Kochi,Bus,Dusty,Urban,Night,2021,20611,8683,3
Delhi,Ahmedabad,Auto,Dusty,Urban,Afternoon,2019,1217,9962,3
Rajasthan,Patna,Van,Dusty,Highway,Morning,2022,22360,9647,3
Bihar,New Delhi,Auto,Foggy,Rural,Night,2018,10980,5103,3
Tamil Nadu,Bangalore,Truck,Rainy,Highway,Morning,2019,12366,2355,3
Bihar,Ahmedabad,Bus,Dusty,Urban,Night,2019,23697,5441,3
Rajasthan,Kochi,Car,Dusty,Rural,Morning,2021,41004,2126,2
Tamil Nadu,Mumbai,Car,Rainy,Urban,Afternoon,2020,24619,4439,3
Tamil Nadu,Jaipur,Auto,Foggy,Urban,Afternoon,2020,31898,3830,2
Delhi,Chennai,Van,Foggy,Rural,Afternoon,2022,16389,1398,2
Bihar,New Delhi,Bus,Foggy,Highway,Afternoon,2021,19209,1712,2
West Bengal,Jaipur,Bus,Dusty,Rural,Afternoon,2021,27617,207,1
Maharashtra,Lucknow,Truck,Dusty,Rural,Evening,2018,35703,1453,1
Bihar,Kochi,Van,Dusty,Highway,Morning,2020,19702,1746,2
Uttar Pradesh,Ahmedabad,Car,Foggy,Rural,Afternoon,2021,47536,4320,2
Uttar Pradesh,Bangalore,Truck,Dusty,Highway,Evening,2022,17419,1216,2
Tamil Nadu,Mumbai,Bike,Clear,Highway,Evening,2018,41014,8703,3
Maharashtra,Bangalore,Bus,Rainy,Rural,Morning,2020,32366,3120,2
Karnataka,Jaipur,Car,Clear,Rural,Night,2020,11026,336,1
Rajasthan,Mumbai,Truck,Clear,Highway,Morning,2020,38440,2802,2
Kerala,Kolkata,Auto,Dusty,Highway,Morning,2018,43952,8500,3
Maharashtra,Chennai,Bike,Rainy,Highway,Night,2022,43181,7290,3
Kerala,Kochi,Truck,Clear,Highway,Night,2022,37138,7694,3
Bihar,Lucknow,Auto,Foggy,Highway,Afternoon,2021,16812,6151,3
Bihar,Jaipur,Car,Foggy,Rural,Night,2021,20031,5154,3
Kerala,Ahmedabad,Car,Foggy,Urban,Night,2020,34173,3348,2
Rajasthan,Chennai,Bike,Foggy,Rural,Morning,2019,2631,2913,3
Maharashtra,Lucknow,Auto,Rainy,Urban,Morning,2021,30085,2437,2
Karnataka,Bangalore,Bus,Foggy,Highway,Morning,2022,11615,5826,3
Tamil Nadu,Chennai,Car,Rainy,Rural,Night,2020,43307,2051,1
Delhi,Lucknow,Van,Rainy,Urban,Evening,2022,40215,3901,2
Bihar,Lucknow,Bus,Rainy,Highway,Afternoon,2020,41766,7988,3
Uttar Pradesh,Bangalore,Bus,Rainy,Rural,Morning,2018,36784,2553,2
Rajasthan,Lucknow,Truck,Dusty,Urban,Evening,2021,45190,6662,2
Delhi,New Delhi,Truck,Clear,Rural,Afternoon,2018,21316,9705,3
Karnataka,Mumbai,Car,Dusty,Urban,Morning,2021,6491,8538,3
Gujarat,New Delhi,Bus,Clear,Rural,Evening,2022,32624,5821,3
Tamil Nadu,Bangalore,Truck,Dusty,Rural,Afternoon,2022,33150,2633,2
Bihar,Patna,Auto,Foggy,Urban,Morning,2019,9208,7785,3
Tamil Nadu,Chennai,Auto,Rainy,Rural,Morning,2022,16984,9078,3
Delhi,Kolkata,Auto,Foggy,Rural,Evening,2020,6560,5329,3
Tamil Nadu,Ahmedabad,Auto,Foggy,Highway,Night,2019,35415,5826,3
Gujarat,Ahmedabad,Bus,Foggy,Urban,Night,2020,47011,6842,2
Delhi,Jaipur,Auto,Dusty,Rural,Morning,2019,11521,5232,3
Bihar,Jaipur,Bus,Foggy,Urban,Evening,2020,10600,441,1
Maharashtra,Bangalore,Car,Rainy,Rural,Night,2019,527,4902,3
Uttar Pradesh,Jaipur,Car,Rainy,Urban,Night,2021,3836,6831,3
Delhi,Ahmedabad,Auto,Clear,Urban,Night,2021,19246,9474,3
West Bengal,New Delhi,Auto,Dusty,Highway,Evening,2019,4633,1146,3
Gujarat,Kolkata,Auto,Rainy,Highway,Evening,2018,20560,1120,2
Delhi,Ahmedabad,Car,Rainy,Urban,Afternoon,2019,11916,7069,3
Delhi,New Delhi,Truck,Dusty,Rural,Night,2018,35643,2342,2
West Bengal,Patna,Car,Foggy,Urban,Evening,2020,547,9002,3
Bihar,Bangalore,Auto,Rainy,Rural,Afternoon,2019,40326,1261,1
Delhi,Kochi,Truck,Foggy,Urban,Morning,2018,12405,2657,3
Uttar Pradesh,Patna,Truck,Rainy,Highway,Afternoon,2019,8697,5442,3
Tamil Nadu,Patna,Bike,Clear,Highway,Night,2021,38801,5647,2
Bihar,Ahmedabad,Bus,Foggy,Rural,Evening,2021,9461,8105,3
Uttar Pradesh,Bangalore,Auto,Rainy,Urban,Night,2019,8102,9018,3
Bihar,Mumbai,Bus,Dusty,Rural,Night,2019,1862,6459,3
Uttar Pradesh,Lucknow,Bike,Dusty,Highway,Morning,2022,12520,9808,3
Gujarat,Patna,Bus,Dusty,Urban,Evening,2021,507,6566,3
Uttar Pradesh,Jaipur,Auto,Rainy,Highway,Evening,2020,5372,5936,3
Kerala,New Delhi,Bike,Foggy,Highway,Morning,2019,19416,6154,3
Uttar Pradesh,Mumbai,Bus,Clear,Urban,Evening,2022,33596,7940,3
Maharashtra,Bangalore,Car,Clear,Rural,Afternoon,2019,46979,6958,2
Maharashtra,Kochi,Truck,Rainy,Urban,Night,2021,21759,6656,3
Rajasthan,Kolkata,Bike,Rainy,Highway,Morning,2018,32972,7412,3
Kerala,Mumbai,Car,Rainy,Highway,Morning,2018,14206,7441,3
Kerala,Kochi,Auto,Foggy,Highway,Night,2021,19269,3441,3
Tamil Nadu,Ahmedabad,Truck,Dusty,Highway,Morning,2020,2966,4872,3
Kerala,Chennai,Bike,Foggy,Rural,Evening,2022,5829,3029,3
Tamil Nadu,Lucknow,Truck,Foggy,Urban,Evening,2019,32606,1742,2
Rajasthan,Ahmedabad,Van,Rainy,Urban,Night,2019,49752,1974,1
Rajasthan,Bangalore,Van,Clear,Rural,Morning,2019,2961,952,3
Gujarat,Chennai,Bike,Foggy,Rural,Afternoon,2022,822,3200,3
Maharashtra,Kochi,Bike,Clear,Highway,Night,2022,24716,5439,3
Uttar Pradesh,Chennai,Bus,Rainy,Urban,Evening,2021,5346,7316,3
Uttar Pradesh,Kolkata,Truck,Foggy,Urban,Evening,2022,44536,2140,1
West Bengal,Jaipur,Van,Dusty,Urban,Evening,2019,22639,5221,3
West Bengal,Jaipur,Van,Dusty,Rural,Afternoon,2019,33874,9001,3
Karnataka,Ahmedabad,Truck,Foggy,Highway,Evening,2022,25592,169,1
Bihar,Ahmedabad,Van,Dusty,Highway,Night,2022,42568,4900,2
Gujarat,Bangalore,Car,Foggy,Urban,Night,2021,4835,8337,3
Karnataka,Bangalore,Van,Dusty,Highway,Night,2018,13860,3234,3
Karnataka,New Delhi,Van,Rainy,Rural,Evening,2022,31245,1754,2
Delhi,Kolkata,Auto,Dusty,Rural,Afternoon,2018,34389,6981,3
Delhi,Bangalore,Car,Dusty,Urban,Afternoon,2020,46991,8120,3
Karnataka,Patna,Bus,Rainy,Highway,Evening,2018,36609,1016,1
Kerala,Kolkata,Bike,Rainy,Rural,Morning,2022,31493,1150,1
Bihar,New Delhi,Van,Dusty,Rural,Morning,2019,34527,1314,1
Gujarat,Jaipur,Bus,Clear,Rural,Night,2019,24076,1914,2
Karnataka,Mumbai,Bus,Clear,Rural,Afternoon,2022,10920,3399,3
Uttar Pradesh,New Delhi,Car,Foggy,Highway,Evening,2021,1096,5063,3
Bihar,New Delhi,Bike,Dusty,Rural,Afternoon,2022,6889,4419,3
Delhi,Ahmedabad,Auto,Foggy,Rural,Afternoon,2022,32794,1181,1
Uttar Pradesh,Lucknow,Bus,Rainy,Highway,Morning,2021,5036,9104,3
Delhi,Chennai,Auto,Dusty,Urban,Afternoon,2021,23653,4916,3
Delhi,Jaipur,Bike,Rainy,Urban,Afternoon,2020,17351,6897,3
Bihar,Kochi,Bike,Dusty,Rural,Evening,2020,9656,6772,3
Delhi,Kochi,Car,Dusty,Urban,Evening,2020,43097,9216,3
Rajasthan,Bangalore,Truck,Rainy,Highway,Afternoon,2021,32218,4691,2
Maharashtra,Jaipur,Van,Dusty,Rural,Afternoon,2018,44273,6995,3
Rajasthan,Patna,Car,Dusty,Highway,Evening,2022,19692,5257,3
Maharashtra,Bangalore,Auto,Foggy,Urban,Morning,2020,25589,8125,3
West Bengal,Bangalore,Car,Rainy,Urban,Evening,2018,33479,3269,2
West Bengal,New Delhi,Bike,Clear,Rural,Evening,2022,15895,2205,2
Delhi,Jaipur,Bus,Clear,Urban,Evening,2018,31768,1470,1
Gujarat,Chennai,Van,Dusty,Rural,Evening,2019,34037,628,1
Gujarat,Bangalore,Van,Foggy,Rural,Evening,2019,24415,8923,3
Maharashtra,Lucknow,Truck,Dusty,Highway,Morning,2022,48718,8826,3
Uttar Pradesh,Kolkata,Bike,Foggy,Urban,Night,2018,47187,4677,2
Bihar,Patna,Van,Dusty,Urban,Evening,2018,3758,2869,3
Delhi,Patna,Van,Clear,Rural,Evening,2021,17143,8504,3
Bihar,Bangalore,Bus,Rainy,Rural,Morning,2020,35022,2295,2
Rajasthan,Lucknow,Auto,Foggy,Rural,Night,2022,43857,1219,1
Gujarat,Kolkata,Auto,Dusty,Rural,Afternoon,2018,545,6503,3
Kerala,Mumbai,Auto,Dusty,Highway,Morning,2020,34144,4268,2
Rajasthan,Ahmedabad,Car,Foggy,Urban,Evening,2022,25038,4526,3
Rajasthan,Ahmedabad,Auto,Foggy,Highway,Afternoon,2018,36185,4244,2
Maharashtra,Ahmedabad,Auto,Clear,Urban,Morning,2019,35223,3393,2
Tamil Nadu,New Delhi,Car,Foggy,Highway,Afternoon,2018,2774,7632,3
Rajasthan,Patna,Bus,Dusty,Rural,Morning,2019,8235,893,2
Delhi,Kochi,Bike,Clear,Highway,Morning,2019,2239,4700,3
Karnataka,Kochi,Van,Clear,Highway,Afternoon,2021,22550,2966,2
Karnataka,New Delhi,Truck,Rainy,Rural,Night,2021,15813,779,1
Delhi,Bangalore,Van,Rainy,Rural,Afternoon,2020,14049,6280,3
Tamil Nadu,Jaipur,Auto,Rainy,Urban,Afternoon,2022,13912,1302,2
Tamil Nadu,Jaipur,Auto,Foggy,Urban,Night,2020,32010,8348,3
Maharashtra,Ahmedabad,Van,Clear,Highway,Afternoon,2021,30932,8012,3
Gujarat,Jaipur,Van,Foggy,Highway,Night,2020,17217,8627,3
Bihar,Bangalore,Auto,Clear,Highway,Night,2022,2030,683,3
Tamil Nadu,Mumbai,Car,Dusty,Rural,Night,2022,1055,4198,3
Kerala,New Delhi,Car,Foggy,Urban,Evening,2018,27124,3362,2
Maharashtra,Mumbai,Car,Clear,Highway,Morning,2020,25806,4402,3
West Bengal,Patna,Truck,Rainy,Urban,Evening,2021,20917,5330,3
Uttar Pradesh,Jaipur,Bike,Rainy,Urban,Morning,2018,18047,7773,3
West Bengal,Kolkata,Auto,Dusty,Rural,Evening,2020,6528,2710,3
Maharashtra,Ahmedabad,Bus,Foggy,Rural,Night,2022,46478,9198,3
Rajasthan,New Delhi,Van,Clear,Highway,Evening,2021,42759,3305,2
Bihar,Ahmedabad,Van,Rainy,Highway,Morning,2020,46179,2101,1
Uttar Pradesh,Jaipur,Auto,Clear,Highway,Evening,2022,32998,1404,1
West Bengal,Chennai,Auto,Foggy,Highway,Afternoon,2022,40953,5445,2
Uttar Pradesh,Jaipur,Auto,Rainy,Highway,Afternoon,2020,6523,5757,3
Kerala,New Delhi,Van,Dusty,Urban,Night,2020,24328,8221,3
Kerala,Kochi,Auto,Dusty,Urban,Evening,2021,36954,2739,2
Kerala,New Delhi,Van,Foggy,Rural,Evening,2018,7516,3192,3
Maharashtra,Lucknow,Bike,Foggy,Rural,Morning,2022,36767,9876,3
Bihar,Kolkata,Bus,Clear,Urban,Morning,2018,41085,5559,2
Maharashtra,Jaipur,Car,Dusty,Rural,Evening,2018,10046,1695,3
Karnataka,Lucknow,Bus,Foggy,Rural,Morning,2022,28404,5069,3
Rajasthan,Kochi,Auto,Foggy,Highway,Afternoon,2020,39293,9045,3
Rajasthan,Bangalore,Bus,Dusty,Rural,Afternoon,2022,40844,8737,3
Kerala,Bangalore,Auto,Clear,Rural,Night,2018,7107,7798,3
Karnataka,Kolkata,Bus,Clear,Rural,Afternoon,2021,27206,4590,3
Tamil Nadu,Patna,Truck,Dusty,Urban,Morning,2022,41021,3761,2
Tamil Nadu,Kolkata,Bus,Dusty,Urban,Morning,2021,23906,5575,3
Kerala,Kolkata,Car,Dusty,Highway,Morning,2020,37377,742,1
West Bengal,Kolkata,Car,Dusty,Rural,Morning,2020,36535,4409,2
Maharashtra,Kolkata,Bus,Dusty,Urban,Evening,2021,48283,4323,2
Kerala,Kolkata,Van,Foggy,Highway,Evening,2021,42695,8803,3
Gujarat,Mumbai,Van,Rainy,Rural,Evening,2022,15042,1742,2
Uttar Pradesh,Kochi,Van,Dusty,Highway,Evening,2020,5754,1168,3
Rajasthan,New Delhi,Bus,Rainy,Highway,Afternoon,2021,4703,4581,3
Tamil Nadu,Jaipur,Van,Clear,Rural,Morning,2019,39158,4040,2
Delhi,Lucknow,Bike,Foggy,Urban,Afternoon,2022,44238,5402,2
Tamil Nadu,Kolkata,Bus,Rainy,Rural,Morning,2022,12952,6006,3
Rajasthan,Patna,Car,Clear,Rural,Evening,2019,27984,9723,3
Uttar Pradesh,Ahmedabad,Van,Clear,Rural,Afternoon,2020,23181,2664,2
